,order_id,driver_id,client_id,dttm,date,arrived_distance,arrived_duration,distance,duration,from_latitude,from_longitude,to_latitude,to_longitude,mark,client_rate_ride,client_rides_cnt,driver_rides_cnt,comment,is_aggressive
33,1782533763,10424614,9094550,2021-01-25 20:18:00,2021-01-25,380.0,2.0,11.9,22.6,55.778048712189715,37.6112162321806,55.79803125657298,37.496807612478726,Toyota Camry,,15.0,187.0,Больше нечего сказать,0
34,1793182191,20826123,9094550,2021-01-28 22:51:00,2021-01-28,10.0,0.0,8.7,11.2,55.77923531,37.5853945,55.797953798340174,37.49685689806938,BMW 5 серия,5.0,17.0,58.0,Больше нечего сказать,1
35,1779031015,15910319,15379542,2021-01-24 18:30:00,2021-01-24,1790.0,6.0,15.3,29.7,55.83993912,37.58166122,55.75309267,37.58921059,Kia Rio,5.0,29.0,351.0,"водитель заехал и сразу встал с той стороны дома, у которой нет подъездов. и стоял ждал там, не проехав дальше. хотя в адресе был указан подъезд",0
36,1789595955,20573971,15379542,2021-01-27 21:11:00,2021-01-27,1110.0,3.0,6.0,10.6,55.84068298,37.58133316,55.81965171975032,37.57421381771564,Skoda Octavia,,28.0,78.0,постоянно отвлекался на поиск и просмотр роликов на ютуб,0
37,1790779295,22019179,15379542,2021-01-28 09:36:00,2021-01-28,0.0,0.0,9.9,28.1,55.84069061,37.58137894,55.7981503647958,37.53850992769003,BMW 2 серия Active Tourer,5.0,28.0,8.0,Больше нечего сказать,0
38,1791057575,19511699,15379542,2021-01-28 10:59:00,2021-01-28,0.0,0.0,2.0,5.1,55.80323846,37.53396163,55.80159828,37.55193114,Toyota Camry,5.0,28.0,213.0,Больше нечего сказать,0
39,1791117279,16363379,15379542,2021-01-28 11:22:00,2021-01-28,90.0,1.0,4.1,7.4,55.801253599999995,37.5313428,55.791028000000004,37.54292,Hyundai Sonata,5.0,28.0,25.0,Больше нечего сказать,0
40,1793185527,18976,15379542,2021-01-28 22:53:00,2021-01-28,1470.0,4.0,6.7,12.5,55.81848145,37.51606369,55.84069823549815,37.58141789585353,Skoda Octavia,,28.0,164.0,Больше нечего сказать,0
41,1796240807,17865447,15379542,2021-01-29 20:25:00,2021-01-29,50.0,0.0,10.4,29.4,55.83993912,37.58166122,55.791028000000004,37.54292,Kia Optima,5.0,33.0,218.0,Больше нечего сказать,0
42,1799876891,18340699,15379542,2021-01-30 20:07:00,2021-01-30,170.0,0.0,1.3,3.9,56.35654,37.52698,56.347142000000005,37.519387,Chevrolet Cobalt,5.0,35.0,440.0,Больше нечего сказать,0
43,1804686771,17242587,15379542,2021-02-01 10:30:00,2021-02-01,130.0,1.0,8.8,24.0,55.83993912,37.58166122,55.792253,37.599762,Kia Rio,,33.0,285.0,выезжал на встречку несколько раз,1
44,1805206967,13578102,15379542,2021-02-01 13:11:00,2021-02-01,100.0,0.0,7.0,14.1,55.78908212,37.59301783,55.83993912,37.58166122,Kia Rio,,33.0,161.0,салон весь прокурен. после поездки пахнут волосы и одежда,1
45,1770641079,21894971,23534978,2021-01-22 10:10:00,2021-01-22,60.0,0.0,15.9,41.2,55.71716690063477,37.67526626586914,55.79106903076172,37.54313278198242,Kia Optima,5.0,42.0,5.0,Больше нечего сказать,0
46,1772928799,17267811,23534978,2021-01-22 21:56:00,2021-01-22,40.0,0.0,19.5,22.9,55.79106903076172,37.54313278198242,55.71529358829426,37.67652433365583,Hyundai Sonata,5.0,42.0,165.0,Больше нечего сказать,0
47,1780834535,21349139,23534978,2021-01-25 10:14:00,2021-01-25,60.0,0.0,15.9,35.8,55.71714906,37.67473522,55.79106903076172,37.54313278198242,Ford Focus,5.0,39.0,247.0,Больше нечего сказать,0
48,1782742707,10748818,23534978,2021-01-25 21:31:00,2021-01-25,30.0,0.0,19.7,22.9,55.79106903,37.54313278,55.71716690063477,37.67526626586914,Kia Optima,,39.0,159.0,Больше нечего сказать,0
49,1787670663,13608914,23534978,2021-01-27 11:04:00,2021-01-27,60.0,0.0,15.9,39.6,55.71714906,37.67473522,55.79106903076172,37.54313278198242,Nissan XTrail,5.0,39.0,63.0,Больше нечего сказать,0
50,1792386743,15384911,23534978,2021-01-28 18:12:00,2021-01-28,30.0,0.0,8.7,31.8,55.79106903076172,37.54313278198242,55.759939,37.648140999999995,Hyundai Elantra,5.0,40.0,96.0,Больше нечего сказать,0
51,1794281967,1529,23534978,2021-01-29 10:04:00,2021-01-29,0.0,0.0,16.5,35.4,55.71714906,37.67473522,55.79106903076172,37.54313278198242,Hyundai Creta,5.0,40.0,422.0,Больше нечего сказать,0
52,1799190287,10682914,23534978,2021-01-30 17:02:00,2021-01-30,10.0,0.0,9.6,23.2,55.71714906,37.67473522,55.75653199999999,37.606263,Volkswagen Polo,,40.0,112.0,Больше нечего сказать,0
53,1802626139,18709515,23534978,2021-01-31 17:02:00,2021-01-31,110.0,0.0,10.1,18.8,55.71714906,37.67473522,55.676322,37.612761,Hyundai Sonata,5.0,39.0,240.0,Больше нечего сказать,0
54,1804680467,21306243,23534978,2021-02-01 10:00:00,2021-02-01,60.0,0.0,15.6,33.5,55.71714906,37.67473522,55.79106903076172,37.54313278198242,Kia K5,5.0,40.0,38.0,Больше нечего сказать,0
55,1780847179,10671146,9669446,2021-01-25 10:21:00,2021-01-25,0.0,0.0,15.0,39.7,55.753023,37.70861142,55.79106903,37.54313278,Kia Ceed,5.0,10.0,138.0,Больше нечего сказать,0
56,1784227075,10114358,9669446,2021-01-26 11:04:00,2021-01-26,60.0,0.0,15.5,40.4,55.753023,37.70861142,55.79106903,37.54313278,Skoda Octavia,5.0,12.0,1.0,Больше нечего сказать,0
57,1785760655,13324694,9669446,2021-01-26 19:11:00,2021-01-26,30.0,0.0,14.0,35.1,55.79106903,37.54313278,55.75285720825195,37.70775985717773,Kia Ceed,5.0,12.0,85.0,Больше нечего сказать,0
58,1787691959,15649307,9669446,2021-01-27 11:12:00,2021-01-27,60.0,0.0,15.5,36.3,55.753023,37.70861142,55.79106903,37.54313278,Kia Optima,5.0,14.0,128.0,Больше нечего сказать,0
59,1789565479,22114959,9669446,2021-01-27 21:08:00,2021-01-27,70.0,0.0,14.7,22.8,55.79106799,37.54313347,55.75285720825195,37.70775985717773,Toyota Camry,5.0,14.0,24.0,Больше нечего сказать,0
60,1794461647,21731399,9669446,2021-01-29 11:05:00,2021-01-29,180.0,1.0,15.5,37.0,55.753023,37.70861142,55.79106903,37.54313278,Toyota Camry,5.0,16.0,97.0,Больше нечего сказать,0
61,1796620063,11447622,9669446,2021-01-29 21:51:00,2021-01-29,20.0,0.0,14.7,21.8,55.79106903,37.54313278,55.75302124,37.70861053,Toyota Camry,5.0,16.0,118.0,Больше нечего сказать,0
62,1781569247,11828946,14626938,2021-01-25 14:47:00,2021-01-25,210.0,1.0,5.8,9.9,55.804230000000004,37.535428,55.791124618239316,37.54065167158842,Hyundai Solaris,5.0,19.0,289.0,Больше нечего сказать,0
63,1785999915,19989963,14626938,2021-01-26 20:26:00,2021-01-26,10.0,0.0,2.7,6.9,55.79106799,37.54313347,55.804389090917006,37.535171918571,Kia Optima,5.0,20.0,46.0,Больше нечего сказать,0
64,1790499579,21214295,14626938,2021-01-28 08:00:00,2021-01-28,60.0,0.0,6.3,14.0,55.80936797,37.53721132,55.79106799,37.54313347,Skoda Rapid,,21.0,201.0,Больше нечего сказать,0
65,1792737151,19079895,14626938,2021-01-28 19:59:00,2021-01-28,40.0,0.0,2.6,6.2,55.79143143,37.5438652,55.804230000000004,37.535428,Skoda Octavia,5.0,21.0,349.0,Больше нечего сказать,0
66,1770489207,11427566,27304842,2021-01-22 09:43:00,2021-01-22,120.0,1.0,23.9,43.3,55.68836594,37.56619644,55.79746279,37.5375335,Toyota Camry,5.0,28.0,263.0,Больше нечего сказать,0
67,1772403855,14050466,27304842,2021-01-22 19:17:00,2021-01-22,40.0,0.0,15.9,32.1,55.79746279,37.5375335,55.68836594,37.56619644,Skoda Octavia,5.0,28.0,264.0,Больше нечего сказать,0
68,1781741223,11102994,27304842,2021-01-25 15:46:00,2021-01-25,50.0,0.0,15.8,29.9,55.79746279,37.5375335,55.68839645,37.56616592,Kia Optima,5.0,24.0,95.0,Больше нечего сказать,0
69,1769678327,21378191,7154370,2021-01-22 09:00:00,2021-01-22,20.0,0.0,11.0,25.6,55.831207651184606,37.661082856357105,55.788528,37.567505,Hyundai Solaris,,23.0,341.0,Больше нечего сказать,0
70,1770413563,15608883,14725302,2021-01-22 09:15:00,2021-01-22,860.0,3.0,18.9,52.8,55.59714889999999,37.66650009,55.68335724,37.49393082,Kia Optima,5.0,44.0,299.0,Больше нечего сказать,0
71,1772136203,15473227,14725302,2021-01-22 18:10:00,2021-01-22,10.0,0.0,4.1,11.4,55.629284,37.659757,55.59714889999999,37.66650009,Hyundai Solaris,,44.0,67.0,Больше нечего сказать,0
72,1772301551,19139207,14725302,2021-01-22 19:00:00,2021-01-22,10.0,0.0,19.2,53.1,55.68335724,37.49393082,55.59714889999999,37.66650009,Kia Optima,5.0,44.0,136.0,Больше нечего сказать,0
73,1780679439,17272915,14725302,2021-01-25 09:27:00,2021-01-25,20.0,0.0,20.0,53.8,55.59714889999999,37.66650009,55.68335724,37.49393082,Ford Focus,5.0,43.0,148.0,Больше нечего сказать,0
74,1782190847,21578959,14725302,2021-01-25 18:16:00,2021-01-25,10.0,0.0,4.1,10.2,55.62928391,37.65975571,55.59714889999999,37.66650009,Hyundai Solaris,5.0,43.0,230.0,Больше нечего сказать,0
75,1782283059,19139207,14725302,2021-01-25 18:50:00,2021-01-25,0.0,0.0,22.3,59.0,55.68335724,37.49393082,55.59714889999999,37.66650009,Kia Optima,5.0,43.0,129.0,Больше нечего сказать,0
76,1783902135,21170271,14725302,2021-01-26 09:16:00,2021-01-26,30.0,0.0,21.4,51.0,55.59714889999999,37.66650009,55.68335724,37.49393082,Ford Focus,1.0,46.0,244.0,Больше нечего сказать,0
77,1786122151,1529,14725302,2021-01-26 21:02:00,2021-01-26,30.0,0.0,2.6,7.7,55.59714889999999,37.66650009,55.57876587,37.66526794,Hyundai Creta,5.0,46.0,393.0,Больше нечего сказать,0
78,1786512519,14871898,14725302,2021-01-27 00:02:00,2021-01-27,1410.0,5.0,2.7,7.0,55.57891083,37.66601181,55.59714889999999,37.66650009,Kia Optima,5.0,50.0,301.0,Не обучен работе с приложением и стандартам. А это К+,0
79,1787334911,12968306,14725302,2021-01-27 09:22:00,2021-01-27,20.0,0.0,19.8,49.4,55.59714889999999,37.66650009,55.68335724,37.49393082,Kia Optima,5.0,50.0,211.0,Больше нечего сказать,0
80,1788894683,12482818,14725302,2021-01-27 17:50:00,2021-01-27,20.0,0.0,19.8,55.2,55.683580000000006,37.494659999999996,55.59714889999999,37.66650009,Kia Optima,5.0,50.0,202.0,Больше нечего сказать,0
81,1788968059,17401511,14725302,2021-01-27 18:06:00,2021-01-27,20.0,0.0,4.1,9.0,55.62928391,37.65975571,55.59714889999999,37.66650009,Kia Optima,,50.0,333.0,Больше нечего сказать,0
82,1790736735,11055750,14725302,2021-01-28 09:26:00,2021-01-28,20.0,0.0,19.9,52.5,55.59714889999999,37.66650009,55.68335724,37.49393082,Kia Optima,5.0,51.0,18.0,Больше нечего сказать,0
83,1792921551,19535799,14725302,2021-01-28 21:07:00,2021-01-28,10.0,0.0,2.6,7.0,55.59714889999999,37.66650009,55.57876587,37.66526794,Skoda Octavia,5.0,51.0,312.0,Больше нечего сказать,0
84,1793328283,21860183,14725302,2021-01-29 00:08:00,2021-01-29,10.0,0.0,2.7,6.8,55.57876587,37.66526794,55.59714889999999,37.66650009,Volkswagen Polo,5.0,52.0,40.0,Больше нечего сказать,0
85,1794113971,17958519,14725302,2021-01-29 09:14:00,2021-01-29,10.0,0.0,18.3,45.6,55.59714889999999,37.66650009,55.68335724,37.49393082,Kia Optima,5.0,52.0,240.0,Сервис просто супер.,0
86,1795754631,21422023,14725302,2021-01-29 18:07:00,2021-01-29,30.0,0.0,4.1,9.5,55.629284,37.659757,55.59714889999999,37.66650009,Ford Focus,,52.0,290.0,Больше нечего сказать,0
87,1800646763,19873979,14725302,2021-01-31 00:13:00,2021-01-31,560.0,2.0,35.1,42.6,55.64093399,37.3612175,55.638113,37.644521999999995,Kia Cerato,5.0,50.0,175.0,Больше нечего сказать,0
88,1802694323,10774206,14725302,2021-01-31 17:24:00,2021-01-31,0.0,0.0,2.6,7.4,55.59714889999999,37.66650009,55.57876587,37.66526794,Hyundai Creta,5.0,50.0,119.0,Нет оклейки ГОСТ. Шашечки тоже нет.,0
89,1803242619,17146567,14725302,2021-01-31 20:21:00,2021-01-31,50.0,0.0,2.7,7.9,55.57876587,37.66526794,55.59714889999999,37.66650009,Skoda Octavia,5.0,50.0,3.0,Больше нечего сказать,0
90,1804532335,12968306,14725302,2021-02-01 09:17:00,2021-02-01,20.0,0.0,21.1,53.6,55.59714889999999,37.66650009,55.68335724,37.49393082,Kia Optima,5.0,53.0,210.0,Больше нечего сказать,0
91,1778019543,17908811,119246227,2021-01-24 12:23:00,2021-01-24,0.0,0.0,17.4,26.5,55.72552872,37.66987991,55.800702,37.503854,Kia Rio,5.0,21.0,172.0,Больше нечего сказать,0
92,1779742035,16271975,119246227,2021-01-24 23:07:00,2021-01-24,50.0,0.0,5.9,12.5,55.764073581124066,37.63927448540926,55.725173,37.669847999999995,Kia Rio,,21.0,47.0,Больше нечего сказать,0
93,1788793951,20285815,119246227,2021-01-27 17:13:00,2021-01-27,50.0,0.0,7.7,21.5,55.72552872,37.66987991,55.780497644258745,37.635074816644185,Ford Focus,,19.0,180.0,"Точка фактической подачи машины отличалась от точки, которую я выставляла в приложении",1
94,1796791011,21402499,119246227,2021-01-29 22:43:00,2021-01-29,340.0,2.0,4.5,11.5,55.76552899,37.67016773,55.75846800000001,37.656904,Kia Optima,,20.0,323.0,Больше нечего сказать,0
95,1797349819,10843150,119246227,2021-01-30 03:42:00,2021-01-30,60.0,0.0,4.7,8.1,55.7583777621831,37.65737470239401,55.725173,37.669847999999995,Skoda Octavia,5.0,19.0,13.0,Больше нечего сказать,0
96,1797969563,10500214,119246227,2021-01-30 10:04:00,2021-01-30,210.0,1.0,6.0,13.0,55.72574575080078,37.668166235089295,55.765337927255565,37.669574394822114,Kia K5,,19.0,153.0,Больше нечего сказать,0
97,1801713187,16379247,119246227,2021-01-31 11:20:00,2021-01-31,120.0,0.0,7.0,13.7,55.72552872,37.66987991,55.7664422867562,37.65127401798964,Skoda Octavia,,19.0,344.0,Очень вежливый водитель,0
98,1802867611,10493826,119246227,2021-01-31 18:21:00,2021-01-31,10.0,0.0,5.6,14.3,55.76482224,37.67462712,55.725173,37.669847999999995,Kia Optima,,19.0,466.0,Больше нечего сказать,0
99,1783886455,12482818,7901798,2021-01-26 09:11:00,2021-01-26,1220.0,5.0,2.0,6.6,55.70693207,37.67375565,55.7083439,37.65968834,Kia Optima,,16.0,202.0,Очень вежливый водитель,0
100,1789569663,12559774,7901798,2021-01-27 21:08:00,2021-01-27,60.0,0.0,1.8,4.1,55.7079277,37.66001129,55.70693207,37.67375565,Chevrolet Orlando,5.0,17.0,392.0,Больше нечего сказать,0
101,1773551231,21537439,84246111,2021-01-23 03:51:00,2021-01-23,90.0,0.0,10.5,18.4,55.75702328,37.66048676,55.813011169433594,37.58317565917969,Volkswagen Polo,,18.0,113.0,Все супер!,0
102,1778299087,13701242,84246111,2021-01-24 14:16:00,2021-01-24,1270.0,3.0,18.6,24.9,55.902684983231964,37.39105716347694,55.78843634,37.53407504,Kia Optima,5.0,19.0,29.0,Больше нечего сказать,0
103,1779944643,20285815,84246111,2021-01-25 03:05:00,2021-01-25,20.0,0.0,15.2,21.1,55.81225355,37.58325436,55.75702328,37.66048676,Ford Focus,,20.0,178.0,Больше нечего сказать,0
104,1779986471,19515319,84246111,2021-01-25 04:05:00,2021-01-25,110.0,0.0,10.5,18.1,55.75702328,37.66048676,55.813011169433594,37.58317565917969,Volkswagen Polo,,20.0,449.0,Больше нечего сказать,0
105,1786265707,17686895,84246111,2021-01-26 21:58:00,2021-01-26,1090.0,4.0,10.4,19.2,55.76850870361024,37.68415287137032,55.813011169433594,37.58317565917969,Kia K5,,21.0,36.0,Больше нечего сказать,0
106,1788997915,11446874,84246111,2021-01-27 18:15:00,2021-01-27,0.0,0.0,10.7,20.7,55.81225355,37.58325436,55.79746279,37.5375335,Toyota Camry,5.0,21.0,63.0,Больше нечего сказать,0
107,1804598931,17808575,84246111,2021-02-01 09:37:00,2021-02-01,60.0,0.0,6.8,19.1,55.81225355,37.58325436,55.79106903076172,37.54313278198242,Skoda Octavia,5.0,17.0,524.0,Больше нечего сказать,0
108,1770485975,10092126,16353322,2021-01-22 09:35:00,2021-01-22,0.0,0.0,21.9,40.3,55.93441373,37.50370239,55.791669999999996,37.541424,Skoda Rapid,5.0,44.0,250.0,Больше нечего сказать,0
109,1772709495,17064523,16353322,2021-01-22 20:55:00,2021-01-22,220.0,1.0,23.6,41.4,55.791669999999996,37.541424,55.93441373,37.50370239,Kia Rio,,44.0,270.0,Больше нечего сказать,0
110,1780618819,17841623,16353322,2021-01-25 09:11:00,2021-01-25,230.0,2.0,24.3,51.8,55.93441373,37.50370239,55.791669999999996,37.541424,Kia Rio,5.0,42.0,308.0,Больше нечего сказать,0
111,1783883935,22187203,16353322,2021-01-26 09:10:00,2021-01-26,170.0,1.0,25.3,52.7,55.93441373,37.50370239,55.791669999999996,37.541424,Volkswagen Polo,5.0,43.0,13.0,Больше нечего сказать,0
112,1785645119,20370299,16353322,2021-01-26 18:28:00,2021-01-26,260.0,1.0,24.1,40.1,55.791669999999996,37.541424,55.93441373,37.50370239,Skoda Octavia,5.0,43.0,53.0,Больше нечего сказать,0
113,1787288979,21996167,16353322,2021-01-27 09:17:00,2021-01-27,270.0,2.0,24.6,48.1,55.93441373,37.50370239,55.791669999999996,37.541424,Volkswagen Polo,5.0,43.0,62.0,Больше нечего сказать,0
114,1789061279,16871203,16353322,2021-01-27 18:36:00,2021-01-27,0.0,0.0,23.5,44.4,55.79106799,37.54313347,55.937759,37.509962,Kia Optima,5.0,43.0,33.0,Больше нечего сказать,0
115,1790885651,17972451,16353322,2021-01-28 10:10:00,2021-01-28,190.0,1.0,20.4,37.0,55.93441391,37.50370407,55.791669999999996,37.541424,Skoda Octavia,5.0,43.0,277.0,Больше нечего сказать,0
116,1792459587,17584719,16353322,2021-01-28 18:41:00,2021-01-28,60.0,0.0,22.7,46.6,55.791669999999996,37.541424,55.93441373,37.50370239,Daewoo Gentra,5.0,43.0,13.0,Говорил по телефону и смотрел чаты в телефоне,0
117,1794076771,22187203,16353322,2021-01-29 09:00:00,2021-01-29,190.0,1.0,25.5,44.6,55.93441373,37.50370239,55.791669999999996,37.541424,Volkswagen Polo,5.0,43.0,43.0,Больше нечего сказать,0
118,1797557583,20559327,16353322,2021-01-30 07:01:00,2021-01-30,60.0,1.0,11.7,23.4,55.791669999999996,37.541424,55.75702328,37.66048676,Hyundai Elantra,5.0,43.0,421.0,Больше нечего сказать,0
119,1800387655,22010091,16353322,2021-01-30 22:35:00,2021-01-30,10.0,0.0,23.6,30.5,55.791669999999996,37.541424,55.93441373,37.50370239,Hyundai Solaris,5.0,43.0,34.0,"Буквы не совпадают, были буквы  РМН",0
120,1775517715,16154387,15426074,2021-01-23 17:18:00,2021-01-23,1770.0,8.0,5.8,11.7,55.72327042,37.52470016,55.745226,37.567136,Volkswagen Polo,,15.0,91.0,Больше нечего сказать,1
121,1773153551,18724743,65209706,2021-01-22 23:21:00,2021-01-22,10.0,0.0,16.2,22.7,55.87221146,37.67654037,55.79106799,37.54313347,Skoda Octavia,5.0,14.0,270.0,Больше нечего сказать,0
122,1788949675,19428915,65209706,2021-01-27 17:55:00,2021-01-27,30.0,0.0,19.9,34.0,55.79106903,37.54313278,55.91881600000001,37.410437,Kia Optima,5.0,16.0,200.0,Больше нечего сказать,0
123,1789363603,16738879,65209706,2021-01-27 19:58:00,2021-01-27,370.0,2.0,4.3,10.9,55.91720392280546,37.41189826279879,55.910114,37.400883,Nissan Almera,5.0,16.0,629.0,Говорил за рулём по телефону,0
124,1789843299,10725298,65209706,2021-01-27 23:00:00,2021-01-27,110.0,0.0,24.4,25.5,55.89896393,37.41290283,55.73255157,37.53615952,Kia Ceed,5.0,16.0,160.0,"Максимально корректный, тянет на комфорт +",0
